Country,Region,Date,Age,Cases,Deaths
Germany,Germany,2020-04-15,0,1013,1
Germany,Germany,2020-04-16,0,1051,1
Germany,Germany,2020-04-17,0,1080,1
Germany,Germany,2020-04-18,0,1105,1
Germany,Germany,2020-04-19,0,1117,1
Germany,Germany,2020-04-20,0,1140,1
Germany,Germany,2020-04-21,0,1164,1
Germany,Germany,2020-04-22,0,1201,1
Germany,Germany,2020-04-23,0,1230,1
Germany,Germany,2020-04-24,0,1265,1
Germany,Germany,2020-04-25,0,1286,1
Germany,Germany,2020-04-26,0,1302,1
Germany,Germany,2020-04-27,0,1318,1
Germany,Germany,2020-04-28,0,1348,1
Germany,Germany,2020-04-29,0,1366,1
Germany,Germany,2020-04-30,0,1386,1
Germany,Germany,2020-05-01,0,1403,1
Germany,Germany,2020-05-02,0,1420,1
Germany,Germany,2020-05-03,0,1434,1
Germany,Germany,2020-05-04,0,1457,1
Germany,Germany,2020-05-05,0,1485,1
Germany,Germany,2020-05-06,0,1515,1
Germany,Germany,2020-05-07,0,1533,1
Germany,Germany,2020-05-08,0,1552,1
Germany,Germany,2020-05-09,0,1565,1
Germany,Germany,2020-05-10,0,1572,1
Germany,Germany,2020-05-11,0,1585,1
Germany,Germany,2020-05-12,0,1600,1
Germany,Germany,2020-05-13,0,1628,1
Germany,Germany,2020-05-14,0,1642,1
Germany,Germany,2020-05-15,0,1658,1
Germany,Germany,2020-05-16,0,1674,1
Germany,Germany,2020-05-17,0,1688,1
Germany,Germany,2020-05-18,0,1711,1
Germany,Germany,2020-05-19,0,1738,1
Germany,Germany,2020-05-20,0,1764,1
Germany,Germany,2020-05-21,0,1777,1
Germany,Germany,2020-05-22,0,1797,1
Germany,Germany,2020-05-23,0,1802,1
Germany,Germany,2020-05-24,0,1812,1
Germany,Germany,2020-05-25,0,1824,1
Germany,Germany,2020-05-26,0,1837,1
Germany,Germany,2020-05-27,0,1851,1
Germany,Germany,2020-05-28,0,1864,1
Germany,Germany,2020-05-29,0,1875,1
Germany,Germany,2020-05-30,0,1889,1
Germany,Germany,2020-05-31,0,1900,1
Germany,Germany,2020-06-01,0,1905,1
Germany,Germany,2020-06-02,0,1926,1
Germany,Germany,2020-06-03,0,1940,1
Germany,Germany,2020-06-04,0,1960,1
Germany,Germany,2020-06-05,0,1979,1
Germany,Germany,2020-06-06,0,1993,1
Germany,Germany,2020-06-07,0,2007,1
Germany,Germany,2020-06-08,0,2024,1
Germany,Germany,2020-06-09,0,2040,1
Germany,Germany,2020-06-10,0,2063,1
Germany,Germany,2020-06-11,0,2074,1
Germany,Germany,2020-06-12,0,2091,1
Germany,Germany,2020-06-13,0,2109,1
Germany,Germany,2020-06-14,0,2117,1
Germany,Germany,2020-06-15,0,2129,1
Germany,Germany,2020-06-16,0,2155,1
Germany,Germany,2020-06-17,0,2178,1
Germany,Germany,2020-06-18,0,2206,1
Germany,Germany,2020-06-19,0,2246,1
Germany,Germany,2020-06-20,0,2263,1
Germany,Germany,2020-06-21,0,2276,1
Germany,Germany,2020-06-22,0,2293,1
Germany,Germany,2020-06-23,0,2308,1
Germany,Germany,2020-06-24,0,2328,1
Germany,Germany,2020-06-25,0,2349,1
Germany,Germany,2020-06-26,0,2377,1
Germany,Germany,2020-06-27,0,2393,1
Germany,Germany,2020-06-28,0,2411,1
Germany,Germany,2020-06-29,0,2427,1
Germany,Germany,2020-06-30,0,2449,1
Germany,Germany,2020-07-01,0,2476,1
Germany,Germany,2020-07-02,0,2494,1
Germany,Germany,2020-07-03,0,2518,1
Germany,Germany,2020-07-04,0,2538,1
Germany,Germany,2020-07-05,0,2552,1
Germany,Germany,2020-07-06,0,2576,1
Germany,Germany,2020-07-07,0,2593,1
Germany,Germany,2020-07-08,0,2618,1
Germany,Germany,2020-07-09,0,2643,1
Germany,Germany,2020-07-10,0,2671,1
Germany,Germany,2020-07-11,0,2695,1
Germany,Germany,2020-07-12,0,2699,1
Germany,Germany,2020-07-13,0,2715,1
Germany,Germany,2020-07-14,0,2730,1
Germany,Germany,2020-07-15,0,2756,1
Germany,Germany,2020-07-16,0,2789,1
Germany,Germany,2020-07-17,0,2810,1
Germany,Germany,2020-07-18,0,2829,1
Germany,Germany,2020-07-19,0,2839,1
Germany,Germany,2020-07-20,0,2860,1
Germany,Germany,2020-07-21,0,2876,1
Germany,Germany,2020-07-22,0,2901,1
Germany,Germany,2020-07-23,0,2936,1
Germany,Germany,2020-07-24,0,2974,1
Germany,Germany,2020-07-25,0,2994,1
Germany,Germany,2020-07-26,0,3000,1
Germany,Germany,2020-07-27,0,3017,1
Germany,Germany,2020-07-28,0,3045,1
Germany,Germany,2020-07-29,0,3070,1
Germany,Germany,2020-07-30,0,3098,1
Germany,Germany,2020-07-31,0,3121,1
Germany,Germany,2020-08-01,0,3138,1
Germany,Germany,2020-08-02,0,3150,1
Germany,Germany,2020-08-03,0,3180,1
Germany,Germany,2020-08-04,0,3201,1
Germany,Germany,2020-08-05,0,3226,1
Germany,Germany,2020-08-06,0,3268,1
Germany,Germany,2020-08-07,0,3306,1
Germany,Germany,2020-08-08,0,3324,1
Germany,Germany,2020-08-09,0,3339,1
Germany,Germany,2020-08-10,0,3377,1
Germany,Germany,2020-08-11,0,3418,1
Germany,Germany,2020-08-12,0,3481,1
Germany,Germany,2020-08-13,0,3534,1
Germany,Germany,2020-08-14,0,3573,1
Germany,Germany,2020-08-15,0,3600,1
Germany,Germany,2020-08-16,0,3615,1
Germany,Germany,2020-08-17,0,3664,1
Germany,Germany,2020-08-18,0,3715,1
Germany,Germany,2020-08-19,0,3753,1
Germany,Germany,2020-08-20,0,3802,1
Germany,Germany,2020-08-21,0,3848,1
Germany,Germany,2020-08-22,0,3879,1
Germany,Germany,2020-08-23,0,3898,1
Germany,Germany,2020-08-24,0,3936,1
Germany,Germany,2020-08-25,0,3973,1
Germany,Germany,2020-08-26,0,4006,1
Germany,Germany,2020-08-27,0,4039,1
Germany,Germany,2020-08-28,0,4076,1
Germany,Germany,2020-08-29,0,4105,1
Germany,Germany,2020-08-30,0,4121,1
Germany,Germany,2020-08-31,0,4150,1
Germany,Germany,2020-09-01,0,4182,1
Germany,Germany,2020-09-02,0,4213,1
Germany,Germany,2020-09-03,0,4254,1
Germany,Germany,2020-09-04,0,4297,1
Germany,Germany,2020-09-05,0,4328,1
Germany,Germany,2020-09-06,0,4348,1
Germany,Germany,2020-09-07,0,4380,1
Germany,Germany,2020-09-08,0,4406,1
Germany,Germany,2020-09-09,0,4439,1
Germany,Germany,2020-09-10,0,4486,1
Germany,Germany,2020-09-11,0,4531,1
Germany,Germany,2020-09-12,0,4564,1
Germany,Germany,2020-09-13,0,4574,1
Germany,Germany,2020-09-14,0,4609,1
Germany,Germany,2020-09-15,0,4650,1
Germany,Germany,2020-09-16,0,4705,1
Germany,Germany,2020-09-17,0,4770,1
Germany,Germany,2020-09-18,0,4821,1
Germany,Germany,2020-09-19,0,4852,1
Germany,Germany,2020-09-20,0,4865,1
Germany,Germany,2020-09-21,0,4909,1
Germany,Germany,2020-09-22,0,4951,1
Germany,Germany,2020-09-23,0,4999,1
Germany,Germany,2020-09-24,0,5042,1
Germany,Germany,2020-09-25,0,5098,1
Germany,Germany,2020-09-26,0,5138,1
Germany,Germany,2020-09-27,0,5166,1
Germany,Germany,2020-09-28,0,5194,1
Germany,Germany,2020-09-29,0,5254,1
Germany,Germany,2020-09-30,0,5312,1
Germany,Germany,2020-10-01,0,5370,1
Germany,Germany,2020-10-02,0,5421,1
Germany,Germany,2020-10-03,0,5463,1
Germany,Germany,2020-10-04,0,5491,1
Germany,Germany,2020-10-05,0,5525,1
Germany,Germany,2020-10-06,0,5618,1
Germany,Germany,2020-10-07,0,5686,1
Germany,Germany,2020-10-08,0,5779,1
Germany,Germany,2020-10-09,0,5890,1
Germany,Germany,2020-10-10,0,5958,1
Germany,Germany,2020-10-11,0,6014,1
Germany,Germany,2020-10-12,0,6107,1
Germany,Germany,2020-10-13,0,6210,1
Germany,Germany,2020-10-14,0,6391,1
Germany,Germany,2020-10-15,0,6548,1
Germany,Germany,2020-10-16,0,6722,1
Germany,Germany,2020-10-17,0,6824,1
Germany,Germany,2020-10-18,0,6902,1
Germany,Germany,2020-10-19,0,7057,1
Germany,Germany,2020-10-20,0,7226,1
Germany,Germany,2020-10-21,0,7459,1
Germany,Germany,2020-10-22,0,7721,1
Germany,Germany,2020-10-23,0,7986,1
Germany,Germany,2020-10-24,0,8207,1
Germany,Germany,2020-10-25,0,8358,1
Germany,Germany,2020-10-26,0,8629,1
Germany,Germany,2020-10-27,0,8934,1
Germany,Germany,2020-10-28,0,9315,1
Germany,Germany,2020-10-29,0,9698,1
Germany,Germany,2020-10-30,0,10060,1
Germany,Germany,2020-10-31,0,10342,1
Germany,Germany,2020-11-01,0,10593,1
Germany,Germany,2020-11-02,0,10899,1
Germany,Germany,2020-11-03,0,11272,1
Germany,Germany,2020-11-04,0,11635,1
Germany,Germany,2020-11-05,0,12031,1
Germany,Germany,2020-11-06,0,12462,1
Germany,Germany,2020-11-07,0,12808,1
Germany,Germany,2020-11-08,0,13008,1
Germany,Germany,2020-11-09,0,13295,1
Germany,Germany,2020-11-10,0,13673,1
Germany,Germany,2020-11-11,0,14074,1
Germany,Germany,2020-11-12,0,14506,1
Germany,Germany,2020-11-13,0,14920,1
Germany,Germany,2020-11-14,0,15248,1
Germany,Germany,2020-11-15,0,15429,1
Germany,Germany,2020-11-16,0,15708,1
Germany,Germany,2020-11-17,0,16043,1
Germany,Germany,2020-11-18,0,16442,1
Germany,Germany,2020-11-19,0,16864,1
Germany,Germany,2020-11-20,0,17328,1
Germany,Germany,2020-11-21,0,17614,1
Germany,Germany,2020-11-22,0,17808,1
Germany,Germany,2020-11-23,0,18099,1
Germany,Germany,2020-11-24,0,18406,1
Germany,Germany,2020-11-25,0,18852,2
Germany,Germany,2020-11-26,0,19289,2
Germany,Germany,2020-11-27,0,19663,3
Germany,Germany,2020-11-28,0,19953,3
Germany,Germany,2020-11-29,0,20135,3
Germany,Germany,2020-11-30,0,20377,3
Germany,Germany,2020-12-01,0,20730,3
Germany,Germany,2020-12-02,0,21139,3
Germany,Germany,2020-12-03,0,21546,3
Germany,Germany,2020-12-04,0,21900,3
Germany,Germany,2020-12-05,0,22248,3
Germany,Germany,2020-12-06,0,22442,3
Germany,Germany,2020-12-07,0,22744,3
Germany,Germany,2020-12-08,0,23083,3
Germany,Germany,2020-12-09,0,23476,3
Germany,Germany,2020-12-10,0,23992,3
Germany,Germany,2020-12-11,0,24494,3
Germany,Germany,2020-12-12,0,24870,3
Germany,Germany,2020-12-13,0,25108,3
Germany,Germany,2020-12-14,0,25491,3
Germany,Germany,2020-12-15,0,25969,3
Germany,Germany,2020-12-16,0,26509,3
Germany,Germany,2020-12-17,0,27043,3
Germany,Germany,2020-12-18,0,27579,3
Germany,Germany,2020-12-19,0,27994,3
Germany,Germany,2020-12-20,0,28221,3
Germany,Germany,2020-12-21,0,28560,3
Germany,Germany,2020-12-22,0,29010,3
Germany,Germany,2020-12-23,0,29496,3
Germany,Germany,2020-12-24,0,29825,3
Germany,Germany,2020-12-25,0,30028,3
Germany,Germany,2020-12-26,0,30193,3
Germany,Germany,2020-12-27,0,30336,3
Germany,Germany,2020-12-28,0,30546,3
Germany,Germany,2020-12-29,0,30888,3
Germany,Germany,2020-12-30,0,31250,3
Germany,Germany,2020-12-31,0,31492,3
Germany,Germany,2021-01-01,0,31645,3
Germany,Germany,2021-01-02,0,31757,4
Germany,Germany,2021-01-03,0,31866,4
Germany,Germany,2021-01-04,0,32042,5
Germany,Germany,2021-01-05,0,32391,5
Germany,Germany,2021-01-06,0,32726,5
Germany,Germany,2021-01-07,0,33061,5
Germany,Germany,2021-01-08,0,33386,5
Germany,Germany,2021-01-09,0,33645,5
Germany,Germany,2021-01-10,0,33778,5
Germany,Germany,2021-01-11,0,33956,5
Germany,Germany,2021-01-12,0,34262,5
Germany,Germany,2021-01-13,0,34595,5
Germany,Germany,2021-01-14,0,34962,5
Germany,Germany,2021-01-15,0,35255,5
Germany,Germany,2021-01-16,0,35511,5
Germany,Germany,2021-01-17,0,35639,5
Germany,Germany,2021-01-18,0,35773,5
Germany,Germany,2021-01-19,0,36048,5
Germany,Germany,2021-01-20,0,36378,5
Germany,Germany,2021-01-21,0,36706,5
Germany,Germany,2021-01-22,0,36970,5
Germany,Germany,2021-01-23,0,37213,5
Germany,Germany,2021-01-24,0,37338,5
Germany,Germany,2021-01-25,0,37447,5
Germany,Germany,2021-01-26,0,37703,5
Germany,Germany,2021-01-27,0,38016,5
Germany,Germany,2021-01-28,0,38255,5
Germany,Germany,2021-01-29,0,38523,5
Germany,Germany,2021-01-30,0,38769,5
Germany,Germany,2021-01-31,0,38872,5
Germany,Germany,2021-02-01,0,38994,5
Germany,Germany,2021-02-02,0,39283,5
Germany,Germany,2021-02-03,0,39553,5
Germany,Germany,2021-02-04,0,39812,5
Germany,Germany,2021-02-05,0,40061,5
Germany,Germany,2021-02-06,0,40296,5
Germany,Germany,2021-02-07,0,40384,5
Germany,Germany,2021-02-08,0,40477,5
Germany,Germany,2021-02-09,0,40689,5
Germany,Germany,2021-02-10,0,40936,6
Germany,Germany,2021-02-11,0,41170,6
Germany,Germany,2021-02-12,0,41411,6
Germany,Germany,2021-02-13,0,41622,6
Germany,Germany,2021-02-14,0,41732,6
Germany,Germany,2021-02-15,0,41838,6
Germany,Germany,2021-02-16,0,42034,6
Germany,Germany,2021-02-17,0,42287,6
Germany,Germany,2021-02-18,0,42533,6
Germany,Germany,2021-02-19,0,42764,6
Germany,Germany,2021-02-20,0,43003,6
Germany,Germany,2021-02-21,0,43108,6
Germany,Germany,2021-02-22,0,43243,6
Germany,Germany,2021-02-23,0,43531,6
Germany,Germany,2021-02-24,0,43862,6
Germany,Germany,2021-02-25,0,44209,6
Germany,Germany,2021-02-26,0,44530,6
Germany,Germany,2021-02-27,0,44846,6
Germany,Germany,2021-02-28,0,44995,6
Germany,Germany,2021-03-01,0,45173,6
Germany,Germany,2021-03-02,0,45549,6
Germany,Germany,2021-03-03,0,45963,6
Germany,Germany,2021-03-04,0,46355,6
Germany,Germany,2021-03-05,0,46817,6
Germany,Germany,2021-03-06,0,47196,6
Germany,Germany,2021-03-07,0,47379,6
Germany,Germany,2021-03-08,0,47545,6
Germany,Germany,2021-03-09,0,47979,6
Germany,Germany,2021-03-10,0,48529,6
Germany,Germany,2021-03-11,0,49108,6
Germany,Germany,2021-03-12,0,49644,6
Germany,Germany,2021-03-13,0,50122,6
Germany,Germany,2021-03-14,0,50381,6
Germany,Germany,2021-03-15,0,50673,6
Germany,Germany,2021-03-16,0,51309,6
Germany,Germany,2021-03-17,0,52096,6
Germany,Germany,2021-03-18,0,52818,7
Germany,Germany,2021-03-19,0,53535,7
Germany,Germany,2021-03-20,0,54144,7
Germany,Germany,2021-03-21,0,54438,7
Germany,Germany,2021-03-22,0,54871,7
Germany,Germany,2021-03-23,0,55629,7
Germany,Germany,2021-03-24,0,56537,7
Germany,Germany,2021-03-25,0,57448,7
Germany,Germany,2021-03-26,0,58396,7
Germany,Germany,2021-03-27,0,59134,7
Germany,Germany,2021-03-28,0,59472,7
Germany,Germany,2021-03-29,0,59950,7
Germany,Germany,2021-03-30,0,60698,8
Germany,Germany,2021-03-31,0,61603,8
Germany,Germany,2021-04-01,0,62483,8
Germany,Germany,2021-04-02,0,63215,8
Germany,Germany,2021-04-03,0,63695,8
Germany,Germany,2021-04-04,0,63956,8
Germany,Germany,2021-04-05,0,64226,8
Germany,Germany,2021-04-06,0,64624,8
Germany,Germany,2021-04-07,0,65303,8
Germany,Germany,2021-04-08,0,66132,8
Germany,Germany,2021-04-09,0,66978,8
Germany,Germany,2021-04-10,0,67630,8
Germany,Germany,2021-04-11,0,67985,8
Germany,Germany,2021-04-12,0,68345,8
Germany,Germany,2021-04-13,0,69155,8
Germany,Germany,2021-04-14,0,69869,8
Germany,Germany,2020-01-07,5,0,NA
Germany,Germany,2020-01-08,5,0,NA
Germany,Germany,2020-01-09,5,0,NA
Germany,Germany,2020-01-10,5,0,NA
Germany,Germany,2020-01-11,5,0,NA
Germany,Germany,2020-01-12,5,0,NA
Germany,Germany,2020-01-13,5,0,NA
Germany,Germany,2020-01-14,5,0,NA
Germany,Germany,2020-01-15,5,0,NA
Germany,Germany,2020-01-16,5,0,NA
Germany,Germany,2020-01-17,5,0,NA
Germany,Germany,2020-01-18,5,0,NA
Germany,Germany,2020-01-19,5,0,NA
Germany,Germany,2020-01-20,5,0,NA
Germany,Germany,2020-01-21,5,0,NA
Germany,Germany,2020-01-22,5,0,NA
Germany,Germany,2020-01-23,5,0,NA
Germany,Germany,2020-01-24,5,0,NA
Germany,Germany,2020-01-25,5,0,NA
Germany,Germany,2020-01-26,5,0,NA
Germany,Germany,2020-01-27,5,0,NA
Germany,Germany,2020-01-28,5,0,NA
Germany,Germany,2020-01-29,5,0,NA
Germany,Germany,2020-01-30,5,0,NA
Germany,Germany,2020-01-31,5,0,NA
Germany,Germany,2020-02-01,5,0,NA
Germany,Germany,2020-02-02,5,0,NA
Germany,Germany,2020-02-03,5,0,NA
Germany,Germany,2020-02-04,5,0,NA
Germany,Germany,2020-02-05,5,0,NA
Germany,Germany,2020-02-06,5,0,NA
Germany,Germany,2020-02-07,5,0,NA
Germany,Germany,2020-02-08,5,0,NA
Germany,Germany,2020-02-09,5,0,NA
Germany,Germany,2020-02-10,5,0,NA
Germany,Germany,2020-02-11,5,0,NA
Germany,Germany,2020-02-12,5,0,NA
Germany,Germany,2020-02-13,5,0,NA
Germany,Germany,2020-02-14,5,0,NA
Germany,Germany,2020-02-15,5,0,NA
Germany,Germany,2020-02-16,5,0,NA
Germany,Germany,2020-02-17,5,0,NA
Germany,Germany,2020-02-18,5,0,NA
Germany,Germany,2020-02-19,5,0,NA
Germany,Germany,2020-02-20,5,0,0
Germany,Germany,2020-02-21,5,0,0
Germany,Germany,2020-02-22,5,0,0
Germany,Germany,2020-02-23,5,0,0
Germany,Germany,2020-02-24,5,0,0
Germany,Germany,2020-02-25,5,0,0
Germany,Germany,2020-02-26,5,0,0
Germany,Germany,2020-02-27,5,1,0
Germany,Germany,2020-02-28,5,2,0
Germany,Germany,2020-02-29,5,3,0
Germany,Germany,2020-03-01,5,3,0
Germany,Germany,2020-03-02,5,3,0
Germany,Germany,2020-03-03,5,10,0
Germany,Germany,2020-03-04,5,13,0
Germany,Germany,2020-03-05,5,18,0
Germany,Germany,2020-03-06,5,24,0
Germany,Germany,2020-03-07,5,28,0
Germany,Germany,2020-03-08,5,33,0
Germany,Germany,2020-03-09,5,45,0
Germany,Germany,2020-03-10,5,65,0
Germany,Germany,2020-03-11,5,90,0
Germany,Germany,2020-03-12,5,104,0
Germany,Germany,2020-03-13,5,140,0
Germany,Germany,2020-03-14,5,172,0
Germany,Germany,2020-03-15,5,190,0
Germany,Germany,2020-03-16,5,231,0
Germany,Germany,2020-03-17,5,306,0
Germany,Germany,2020-03-18,5,365,0
Germany,Germany,2020-03-19,5,422,0
Germany,Germany,2020-03-20,5,511,0
Germany,Germany,2020-03-21,5,576,0
Germany,Germany,2020-03-22,5,612,0
Germany,Germany,2020-03-23,5,683,0
Germany,Germany,2020-03-24,5,768,0
Germany,Germany,2020-03-25,5,879,0
Germany,Germany,2020-03-26,5,978,0
Germany,Germany,2020-03-27,5,1088,0
Germany,Germany,2020-03-28,5,1187,0
Germany,Germany,2020-03-29,5,1239,0
Germany,Germany,2020-03-30,5,1301,0
Germany,Germany,2020-03-31,5,1439,0
Germany,Germany,2020-04-01,5,1574,0
Germany,Germany,2020-04-02,5,1693,0
Germany,Germany,2020-04-03,5,1819,0
Germany,Germany,2020-04-04,5,1919,0
Germany,Germany,2020-04-05,5,1962,0
Germany,Germany,2020-04-06,5,2027,0
Germany,Germany,2020-04-07,5,2133,0
Germany,Germany,2020-04-08,5,2239,0
Germany,Germany,2020-04-09,5,2331,0
Germany,Germany,2020-04-10,5,2397,0
Germany,Germany,2020-04-11,5,2472,0
Germany,Germany,2020-04-12,5,2504,0
Germany,Germany,2020-04-13,5,2537,0
Germany,Germany,2020-04-14,5,2593,0
Germany,Germany,2020-04-15,5,2661,0
Germany,Germany,2020-04-16,5,2739,0
Germany,Germany,2020-04-17,5,2823,0
Germany,Germany,2020-04-18,5,2878,0
Germany,Germany,2020-04-19,5,2903,0
Germany,Germany,2020-04-20,5,2935,0
Germany,Germany,2020-04-21,5,3008,0
Germany,Germany,2020-04-22,5,3069,0
Germany,Germany,2020-04-23,5,3138,0
Germany,Germany,2020-04-24,5,3198,0
Germany,Germany,2020-04-25,5,3232,0
Germany,Germany,2020-04-26,5,3244,0
Germany,Germany,2020-04-27,5,3284,0
Germany,Germany,2020-04-28,5,3324,0
Germany,Germany,2020-04-29,5,3372,0
Germany,Germany,2020-04-30,5,3415,0
Germany,Germany,2020-05-01,5,3449,0
Germany,Germany,2020-05-02,5,3485,0
Germany,Germany,2020-05-03,5,3500,0
Germany,Germany,2020-05-04,5,3522,0
Germany,Germany,2020-05-05,5,3561,0
Germany,Germany,2020-05-06,5,3603,0
Germany,Germany,2020-05-07,5,3647,0
Germany,Germany,2020-05-08,5,3697,0
Germany,Germany,2020-05-09,5,3717,0
Germany,Germany,2020-05-10,5,3730,0
Germany,Germany,2020-05-11,5,3763,0
Germany,Germany,2020-05-12,5,3804,0
Germany,Germany,2020-05-13,5,3837,0
Germany,Germany,2020-05-14,5,3872,0
Germany,Germany,2020-05-15,5,3910,0
Germany,Germany,2020-05-16,5,3934,0
Germany,Germany,2020-05-17,5,3959,0
Germany,Germany,2020-05-18,5,3992,0
Germany,Germany,2020-05-19,5,4016,0
Germany,Germany,2020-05-20,5,4063,0
Germany,Germany,2020-05-21,5,4094,0
Germany,Germany,2020-05-22,5,4121,0
Germany,Germany,2020-05-23,5,4139,0
Germany,Germany,2020-05-24,5,4145,0
Germany,Germany,2020-05-25,5,4168,0
Germany,Germany,2020-05-26,5,4214,0
Germany,Germany,2020-05-27,5,4249,0
Germany,Germany,2020-05-28,5,4283,0
Germany,Germany,2020-05-29,5,4322,0
Germany,Germany,2020-05-30,5,4360,0
Germany,Germany,2020-05-31,5,4377,0
Germany,Germany,2020-06-01,5,4389,0
Germany,Germany,2020-06-02,5,4412,0
Germany,Germany,2020-06-03,5,4446,0
Germany,Germany,2020-06-04,5,4507,0
Germany,Germany,2020-06-05,5,4541,0
Germany,Germany,2020-06-06,5,4564,0
Germany,Germany,2020-06-07,5,4579,0
Germany,Germany,2020-06-08,5,4609,0
Germany,Germany,2020-06-09,5,4643,0
Germany,Germany,2020-06-10,5,4692,0
Germany,Germany,2020-06-11,5,4731,0
Germany,Germany,2020-06-12,5,4767,0
Germany,Germany,2020-06-13,5,4813,0
Germany,Germany,2020-06-14,5,4821,0
Germany,Germany,2020-06-15,5,4838,0
Germany,Germany,2020-06-16,5,4887,0
Germany,Germany,2020-06-17,5,4950,0
Germany,Germany,2020-06-18,5,5023,0
Germany,Germany,2020-06-19,5,5118,0
Germany,Germany,2020-06-20,5,5169,0
Germany,Germany,2020-06-21,5,5189,0
Germany,Germany,2020-06-22,5,5236,0
Germany,Germany,2020-06-23,5,5283,0
Germany,Germany,2020-06-24,5,5318,0
Germany,Germany,2020-06-25,5,5361,0
Germany,Germany,2020-06-26,5,5425,0
Germany,Germany,2020-06-27,5,5449,0
Germany,Germany,2020-06-28,5,5473,0
